,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
4743,327906,Mario,Wild Wiggler,Button,Hylian Kite,3.25,3.5,4.0,3.75,4.0,2.75,3.75,3.25,3.25,4.0,3.5,4.0,43.0,4.596417557519176,3.625,3.525,3.5625,3.675,3.5,3.375,3.625,3.875,3.6875,3.25
4744,301054,Luigi,Standard Bike,Leaf Tyres,Hylian Kite,3.25,3.5,4.0,3.75,4.0,2.75,4.0,3.5,3.5,4.25,3.25,4.0,43.75,4.567534376913591,3.625,3.525,3.8125,3.925,3.625,3.5,3.75,4.0,3.6875,3.375
4745,385009,King Boo,Mr Scooty,Normal Blue,Plane Glider,3.25,3.5,4.0,3.75,4.0,3.5,3.75,3.5,3.5,3.5,3.75,4.0,44.0,4.753817018041334,3.625,3.525,3.5625,3.6,3.5,3.5,3.75,3.625,3.7708333333333335,3.625
4746,247808,Yoshi,Mach 8,GLA Wheels,Bowser Kite,3.25,3.5,4.0,4.0,3.75,3.25,3.5,3.5,3.75,3.75,3.75,3.75,43.75,4.750948770026095,3.6875,3.6,3.625,3.6,3.375,3.5,3.875,3.875,3.7083333333333335,3.375
4747,270442,Tanooki Mario,Inkstriker,GLA Wheels,Peach Parasol,3.25,3.5,4.0,4.0,3.75,3.5,3.5,3.5,3.75,3.75,3.25,3.75,43.5,4.75,3.6875,3.6,3.625,3.6,3.375,3.5,3.875,3.875,3.5416666666666665,3.5
4748,324544,Mario,Standard Bike,GLA Wheels,MKTV Parafoil,3.25,3.5,4.0,4.0,4.0,3.25,3.75,3.5,3.75,3.5,3.75,3.75,44.0,4.73172831500567,3.6875,3.6,3.625,3.625,3.5,3.5,3.875,3.75,3.7083333333333335,3.5
4749,304552,Luigi,Wild Wiggler,GLA Wheels,MKTV Parafoil,3.25,3.5,4.0,4.0,4.0,3.25,4.0,3.75,4.0,3.75,3.5,3.75,44.75,4.708874961779671,3.6875,3.6,3.875,3.875,3.625,3.625,4.0,3.875,3.7083333333333335,3.625
4750,349661,Metal Mario,Mr Scooty,Button,Gold Glider,3.25,3.5,4.0,4.0,4.25,3.75,3.75,3.5,3.25,3.75,2.75,4.25,44.0,4.5561873177007035,3.6875,3.6,3.5625,3.65,3.5,3.5,3.625,3.875,3.520833333333333,3.75
4751,329276,Mario,Inkstriker,Leaf Tyres,MKTV Parafoil,3.25,3.5,4.0,4.25,3.75,3.25,3.25,3.25,3.25,3.75,3.0,4.0,42.5,4.60351926945062,3.75,3.675,3.375,3.4,3.25,3.375,3.625,4.0,3.458333333333333,3.25
4752,294876,Luigi,Mach 8,Leaf Tyres,Bowser Kite,3.25,3.5,4.0,4.25,3.75,3.25,3.5,3.5,3.5,4.0,2.75,4.0,43.25,4.58087844389977,3.75,3.675,3.625,3.65,3.375,3.5,3.75,4.125,3.458333333333333,3.375
4753,380822,King Boo,W 25 Silver Arrow,Button,Bowser Kite,3.25,3.5,4.0,4.25,4.0,3.0,3.5,3.25,3.25,3.5,3.5,4.25,43.25,4.58087844389977,3.75,3.675,3.375,3.425,3.375,3.375,3.625,3.875,3.7083333333333335,3.25
4754,386171,King Boo,City Tripper,Cushion,Plane Glider,3.25,3.5,4.25,3.25,3.75,3.5,3.5,3.0,3.0,3.0,4.0,4.0,42.0,4.573598567288778,3.5625,3.4,3.125,3.2,3.375,3.25,3.625,3.125,3.7083333333333335,3.5
4755,384666,King Boo,Varmint,Sponge,Wario Wing,3.25,3.5,4.25,3.25,3.75,3.5,3.5,3.0,3.0,3.25,4.0,4.0,42.25,4.594661570506519,3.5625,3.4,3.1875,3.275,3.375,3.25,3.625,3.25,3.7291666666666665,3.5
4756,248293,Yoshi,Cat Cruiser,Normal Blue,Waddle Wing,3.25,3.5,4.25,3.25,4.0,3.0,4.0,3.25,4.0,3.75,3.75,3.75,43.75,4.608930177512242,3.5625,3.4,3.75,3.775,3.625,3.375,4.125,3.5,3.75,3.5
4757,269461,Tanooki Mario,Teddy Buggy,Normal Blue,Waddle Wing,3.25,3.5,4.25,3.25,4.0,3.25,4.0,3.25,4.0,3.75,3.25,3.75,43.5,4.6231108192777945,3.5625,3.4,3.75,3.775,3.625,3.375,4.125,3.5,3.583333333333333,3.625
4758,317661,Mario,Standard Kart,Cushion,Cloud Glider,3.25,3.5,4.25,3.5,3.75,3.0,3.25,2.5,3.75,3.25,3.75,3.75,41.5,4.5498316813107404,3.625,3.475,3.1875,3.15,3.25,3.0,4.0,3.375,3.5625,3.125
4759,322343,Mario,300 SL Roadster,Sponge,Flower Glider,3.25,3.5,4.25,3.5,3.75,3.0,3.25,2.5,3.75,3.5,3.75,3.75,41.75,4.554589906361393,3.625,3.475,3.25,3.225,3.25,3.0,4.0,3.5,3.583333333333333,3.125
4760,294141,Luigi,Standard Kart,Cushion,Cloud Glider,3.25,3.5,4.25,3.5,3.75,3.0,3.5,2.75,4.0,3.5,3.5,3.75,42.25,4.594661570506519,3.625,3.475,3.4375,3.4,3.375,3.125,4.125,3.5,3.5625,3.25
4761,301763,Luigi,The Duke,Sponge,Flower Glider,3.25,3.5,4.25,3.5,3.75,3.0,3.5,2.75,4.0,3.75,3.5,3.75,42.5,4.589438669550327,3.625,3.475,3.5,3.475,3.375,3.125,4.125,3.625,3.583333333333333,3.25
4762,324859,Mario,Comet+,Leaf Tyres,Waddle Wing,3.25,3.5,4.25,3.5,4.0,3.0,3.75,3.0,3.5,3.75,3.0,4.0,42.5,4.575825221843352,3.625,3.475,3.5,3.575,3.5,3.25,3.875,3.625,3.5,3.375
4763,295468,Luigi,Cat Cruiser,Leaf Tyres,Hylian Kite,3.25,3.5,4.25,3.5,4.0,3.0,4.0,3.25,3.75,4.0,2.75,4.0,43.25,4.5297687545021885,3.625,3.475,3.75,3.825,3.625,3.375,4.0,3.75,3.5,3.5
4764,326644,Mario,Yoshi Bike+,Normal,MKTV Parafoil,3.25,3.5,4.25,3.75,4.0,3.5,3.75,3.25,4.0,3.25,3.25,3.75,43.5,4.654575360146121,3.6875,3.55,3.5625,3.525,3.5,3.375,4.125,3.5,3.520833333333333,3.625
4765,304746,Luigi,Teddy Buggy,Normal Blue,Bowser Kite,3.25,3.5,4.25,3.75,4.0,3.5,4.0,3.5,4.25,3.5,3.0,3.75,44.25,4.613803512091672,3.6875,3.55,3.8125,3.775,3.625,3.5,4.25,3.625,3.520833333333333,3.75
4766,386998,King Boo,Teddy Buggy,Button,MKTV Parafoil,3.25,3.5,4.25,4.0,4.0,3.25,3.5,3.0,3.5,3.25,3.0,4.25,42.75,4.546165328461004,3.75,3.625,3.3125,3.325,3.375,3.25,3.875,3.625,3.520833333333333,3.375
4767,322961,Mario,Tanooki Kart,Cushion,Plane Glider,3.25,3.5,4.5,3.5,3.0,3.75,3.5,3.25,3.5,3.0,4.5,3.25,42.5,4.501897540052188,3.6875,3.5,3.3125,3.3,3.375,3.375,4.0,3.25,3.6875,3.625
4768,322926,Mario,Tanooki Kart,Sponge,Wario Wing,3.25,3.5,4.5,3.5,3.0,3.75,3.5,3.25,3.5,3.25,4.5,3.25,42.75,4.521781240624981,3.6875,3.5,3.375,3.375,3.375,3.375,4.0,3.375,3.7083333333333335,3.625
4769,300619,Luigi,Koopa Clown,Cushion,Gold Glider,3.25,3.5,4.5,3.5,3.0,3.75,3.75,3.5,3.75,3.25,4.25,3.25,43.25,4.567534376913591,3.6875,3.5,3.5625,3.55,3.5,3.5,4.125,3.375,3.6875,3.75
4770,300589,Luigi,Koopa Clown,Sponge,Plane Glider,3.25,3.5,4.5,3.5,3.0,3.75,3.75,3.5,3.75,3.5,4.25,3.25,43.5,4.580313970167741,3.6875,3.5,3.625,3.625,3.5,3.5,4.125,3.5,3.7083333333333335,3.75
4771,349709,Metal Mario,Mr Scooty,Cushion,Waddle Wing,3.25,3.5,4.5,3.5,4.0,3.75,3.5,2.75,3.5,3.5,3.75,4.0,43.5,4.56698729810778,3.6875,3.5,3.3125,3.35,3.375,3.125,4.0,3.5,3.6875,3.625
4772,349690,Metal Mario,Mr Scooty,Sponge,Hylian Kite,3.25,3.5,4.5,3.5,4.0,3.75,3.5,2.75,3.5,3.75,3.75,4.0,43.75,4.567534376913591,3.6875,3.5,3.375,3.425,3.375,3.125,4.0,3.625,3.7083333333333335,3.625
4773,329133,Mario,Inkstriker,Cushion,Flower Glider,3.25,3.5,4.5,4.0,3.5,3.25,3.0,2.5,3.5,3.5,4.0,3.75,42.25,4.483693918593854,3.8125,3.65,3.125,3.1,3.125,3.0,4.0,3.75,3.625,3.125
4774,321161,Mario,Sports Coupé,Sponge,Cloud Glider,3.25,3.5,4.5,4.0,3.5,3.25,3.0,2.5,3.5,3.75,4.0,3.75,42.5,4.479583500133467,3.8125,3.65,3.1875,3.175,3.125,3.0,4.0,3.875,3.6458333333333335,3.125
4775,297675,Luigi,Sports Coupé,Cushion,Flower Glider,3.25,3.5,4.5,4.0,3.5,3.25,3.25,2.75,3.75,3.75,3.75,3.75,43.0,4.5561873177007035,3.8125,3.65,3.375,3.35,3.25,3.125,4.125,3.875,3.625,3.25
4776,305585,Luigi,Inkstriker,Sponge,Flower Glider,3.25,3.5,4.5,4.0,3.5,3.25,3.25,2.75,3.75,4.0,3.75,3.75,43.25,4.542011148739636,3.8125,3.65,3.4375,3.425,3.25,3.125,4.125,4.0,3.6458333333333335,3.25
4777,386755,King Boo,Wild Wiggler,Cushion,Parachute,3.25,3.5,4.5,4.0,3.75,3.0,3.25,2.5,3.5,3.25,4.5,4.0,43.0,4.403291858560144,3.8125,3.65,3.125,3.125,3.25,3.0,4.0,3.625,3.875,3.125
4778,380855,King Boo,W 25 Silver Arrow,Sponge,Paper Glider,3.25,3.5,4.5,4.0,3.75,3.0,3.25,2.5,3.5,3.5,4.5,4.0,43.25,4.411682548072536,3.8125,3.65,3.1875,3.2,3.25,3.0,4.0,3.75,3.8958333333333335,3.125
4779,402632,Donkey Kong,Buggybud,Cushion,Parafoil,3.25,3.5,4.5,4.0,4.25,3.25,3.25,2.75,3.5,3.0,3.25,4.25,42.75,4.444807568167906,3.8125,3.65,3.125,3.1,3.25,3.125,4.0,3.5,3.5416666666666665,3.25
4780,402606,Donkey Kong,Buggybud,Sponge,Bowser Kite,3.25,3.5,4.5,4.0,4.25,3.25,3.25,2.75,3.5,3.25,3.25,4.25,43.0,4.46345663001134,3.8125,3.65,3.1875,3.175,3.25,3.125,4.0,3.625,3.5625,3.25
4781,387045,King Boo,Teddy Buggy,Cushion,Cloud Glider,3.25,3.5,4.75,3.75,3.75,3.25,3.25,2.25,3.75,3.0,4.0,4.0,42.5,4.379943795313928,3.8125,3.6,3.0625,3.025,3.25,2.875,4.25,3.375,3.6875,3.25
4782,385551,King Boo,Yoshi Bike+,Sponge,Parachute,3.25,3.5,4.75,3.75,3.75,3.25,3.25,2.25,3.75,3.25,4.0,4.0,42.75,4.395800680088253,3.8125,3.6,3.125,3.1,3.25,2.875,4.25,3.5,3.7083333333333335,3.25
4783,83312,Koopa Troopa,Steel Driver,Off-Road,Hylian Kite,3.25,3.75,2.0,2.25,3.0,3.25,3.5,4.25,3.5,3.75,4.5,2.75,39.75,4.2604900271125485,2.8125,2.925,3.75,3.725,3.375,4.0,2.75,3.0,3.6666666666666665,3.375
4784,93425,Koopa Troopa,Bone Rattler,Retro Off-Road,Waddle Wing,3.25,3.75,2.0,2.25,3.0,3.25,3.5,4.25,3.75,3.75,4.5,2.75,40.0,4.251263690872373,2.8125,2.925,3.8125,3.75,3.375,4.0,2.875,3.0,3.6875,3.375
4785,142982,Isabelle,Tri-Speeder,Off-Road,Super Glider,3.25,3.75,2.0,2.25,3.25,3.25,3.25,4.0,3.25,3.5,3.75,2.75,38.25,4.4052789041759315,2.8125,2.925,3.5,3.475,3.25,3.875,2.625,2.875,3.333333333333333,3.25
4786,142229,Isabelle,Steel Driver,Retro Off-Road,Waddle Wing,3.25,3.75,2.0,2.25,3.25,3.25,3.25,4.0,3.5,3.5,3.75,2.75,38.5,4.398549732527764,2.8125,2.925,3.5625,3.5,3.25,3.875,2.75,2.875,3.3541666666666665,3.25
4787,175620,Shy Guy,Bone Rattler,Off-Road,Peach Parasol,3.25,3.75,2.0,2.75,3.25,3.5,3.25,4.25,3.5,3.25,4.0,2.75,39.5,4.398549732527764,2.9375,3.075,3.5625,3.475,3.25,4.0,2.75,3.0,3.4375,3.375
4788,175794,Shy Guy,Bone Rattler,Triforce Tyres,MKTV Parafoil,3.25,3.75,2.0,2.75,3.25,3.5,3.25,4.25,3.75,3.25,4.0,2.75,39.75,4.386468864241223,2.9375,3.075,3.625,3.5,3.25,4.0,2.875,3.0,3.458333333333333,3.375
4789,189211,Cat Peach,Steel Driver,Funky Monster,Cloud Glider,3.25,3.75,2.25,3.0,3.0,3.5,2.75,3.75,3.25,2.75,4.25,3.0,38.5,4.4581876652745835,3.0625,3.175,3.125,3.0,3.0,3.75,2.75,2.875,3.458333333333333,3.125
4790,175782,Shy Guy,Bone Rattler,GLA Wheels,Hylian Kite,3.25,3.75,2.75,2.5,3.25,3.25,3.75,4.5,3.75,3.75,4.0,3.0,41.5,4.437605228697955,3.0625,3.075,3.9375,3.9,3.5,4.125,3.25,3.125,3.6458333333333335,3.5
4791,190008,Cat Peach,Tri-Speeder,Button,Super Glider,3.25,3.75,2.75,2.75,3.5,2.75,3.5,4.25,3.25,3.75,3.25,3.5,40.25,4.542011148739636,3.125,3.15,3.6875,3.7,3.375,4.0,3.0,3.25,3.4791666666666665,3.125
4792,189200,Cat Peach,Steel Driver,Normal Blue,Peach Parasol,3.25,3.75,2.75,3.0,3.5,3.25,3.5,4.5,3.75,3.25,3.5,3.25,41.25,4.558862524004962,3.1875,3.225,3.75,3.65,3.375,4.125,3.25,3.125,3.5,3.375
4793,257928,Yoshi,Bone Rattler,Button,Parafoil,3.25,3.75,2.75,3.25,3.5,3.0,3.25,4.25,3.25,3.25,3.0,3.75,40.25,4.594661570506519,3.25,3.3,3.5,3.45,3.25,4.0,3.0,3.25,3.4166666666666665,3.125
4794,260574,Tanooki Mario,Tri-Speeder,Button,Parafoil,3.25,3.75,2.75,3.25,3.5,3.25,3.25,4.25,3.25,3.25,2.5,3.75,40.0,4.5435645354123615,3.25,3.3,3.5,3.45,3.25,4.0,3.0,3.25,3.25,3.25
4795,255435,Yoshi,Varmint,Gold Wheels,Parachute,3.25,3.75,3.0,2.75,3.5,3.0,4.0,3.5,3.0,3.5,3.25,3.5,40.0,4.641129718717363,3.1875,3.175,3.5,3.65,3.625,3.625,3.0,3.125,3.4166666666666665,3.5
4796,267203,Tanooki Mario,Varmint,Gold Wheels,Paper Glider,3.25,3.75,3.0,2.75,3.5,3.25,4.0,3.5,3.0,3.5,2.75,3.5,39.75,4.613803512091672,3.1875,3.175,3.5,3.65,3.625,3.625,3.0,3.125,3.25,3.625
4797,255299,Yoshi,Varmint,Off-Road,Plane Glider,3.25,3.75,3.0,3.0,4.0,3.25,3.75,3.5,3.0,3.5,4.0,3.5,41.5,4.633298899688456,3.25,3.25,3.4375,3.55,3.5,3.625,3.0,3.25,3.6458333333333335,3.5
4798,255467,Yoshi,Varmint,Triforce Tyres,Plane Glider,3.25,3.75,3.0,3.0,4.0,3.25,3.75,3.5,3.25,3.5,4.0,3.5,41.75,4.655261407774388,3.25,3.25,3.5,3.575,3.5,3.625,3.125,3.25,3.6666666666666665,3.5
4799,259123,Tanooki Mario,Pipe Frame,Off-Road,Gold Glider,3.25,3.75,3.0,3.0,4.0,3.5,3.75,3.5,3.0,3.5,3.5,3.5,41.25,4.6779857428339815,3.25,3.25,3.4375,3.55,3.5,3.625,3.0,3.25,3.4791666666666665,3.625
4800,259249,Tanooki Mario,Pipe Frame,Retro Off-Road,Gold Glider,3.25,3.75,3.0,3.0,4.0,3.5,3.75,3.5,3.25,3.5,3.5,3.5,41.5,4.7016459292800725,3.25,3.25,3.5,3.575,3.5,3.625,3.125,3.25,3.5,3.625
4801,188263,Cat Peach,Standard Kart,Off-Road,Parachute,3.25,3.75,3.0,3.25,4.0,2.75,3.5,3.0,3.75,3.75,4.0,3.25,41.25,4.585421901205575,3.3125,3.325,3.5,3.5,3.375,3.375,3.375,3.5,3.583333333333333,3.125
4802,196077,Cat Peach,The Duke,Triforce Tyres,Flower Glider,3.25,3.75,3.0,3.25,4.0,2.75,3.5,3.0,4.0,3.75,4.0,3.25,41.5,4.562635302307241,3.3125,3.325,3.5625,3.525,3.375,3.375,3.5,3.5,3.6041666666666665,3.125
4803,191181,Cat Peach,Landship,Metal,Gold Glider,3.25,3.75,3.25,2.25,3.5,3.0,4.0,4.25,3.25,3.0,3.5,3.25,40.25,4.483693918593854,3.125,3.05,3.625,3.675,3.625,4.0,3.25,2.625,3.458333333333333,3.5
4804,193697,Cat Peach,Tanooki Kart,Gold Wheels,Flower Glider,3.25,3.75,3.25,3.0,2.75,3.25,4.0,3.75,3.5,3.5,4.0,2.75,40.75,4.567534376913591,3.3125,3.275,3.6875,3.75,3.625,3.75,3.375,3.25,3.4791666666666665,3.625
4805,248871,Yoshi,Tri-Speeder,Cushion,Flower Glider,3.25,3.75,3.25,3.0,3.25,3.0,3.0,3.5,3.5,3.0,4.0,3.5,40.0,4.674330526360535,3.3125,3.275,3.25,3.15,3.125,3.625,3.375,3.0,3.583333333333333,3.0
4806,257957,Yoshi,Bone Rattler,Sponge,Flower Glider,3.25,3.75,3.25,3.0,3.25,3.0,3.0,3.5,3.5,3.25,4.0,3.5,40.25,4.689971897656964,3.3125,3.275,3.3125,3.225,3.125,3.625,3.375,3.125,3.6041666666666665,3.0
4807,260631,Tanooki Mario,Tri-Speeder,Cushion,Flower Glider,3.25,3.75,3.25,3.0,3.25,3.25,3.0,3.5,3.5,3.0,3.5,3.5,39.75,4.758673175209144,3.3125,3.275,3.25,3.15,3.125,3.625,3.375,3.0,3.4166666666666665,3.125
4808,269711,Tanooki Mario,Bone Rattler,Sponge,Cloud Glider,3.25,3.75,3.25,3.0,3.25,3.25,3.0,3.5,3.5,3.25,3.5,3.5,40.0,4.778093658850351,3.3125,3.275,3.3125,3.225,3.125,3.625,3.375,3.125,3.4375,3.125
4809,317994,Mario,Pipe Frame,Funky Monster,Hylian Kite,3.25,3.75,3.25,3.0,3.5,3.75,3.25,3.0,2.75,3.0,4.25,3.5,40.25,4.58087844389977,3.3125,3.275,3.0,3.075,3.25,3.375,3.0,3.0,3.583333333333333,3.5
4810,303716,Luigi,City Tripper,Monster,Super Glider,3.25,3.75,3.25,3.0,3.5,3.75,3.5,3.25,3.0,3.25,4.0,3.5,41.0,4.692271272551667,3.3125,3.275,3.25,3.325,3.375,3.5,3.125,3.125,3.583333333333333,3.625
4811,194728,Cat Peach,Koopa Clown,Off-Road,Wario Wing,3.25,3.75,3.25,3.25,3.25,3.5,3.75,3.75,3.5,3.5,4.75,2.75,42.25,4.517837101586963,3.375,3.35,3.625,3.65,3.5,3.75,3.375,3.375,3.7083333333333335,3.625
4812,194905,Cat Peach,Koopa Clown,Triforce Tyres,Gold Glider,3.25,3.75,3.25,3.25,3.25,3.5,3.75,3.75,3.75,3.5,4.75,2.75,42.5,4.5134381598990485,3.375,3.35,3.6875,3.675,3.5,3.75,3.5,3.375,3.7291666666666665,3.625
4813,326147,Mario,Mr Scooty,Off-Road,Waddle Wing,3.25,3.75,3.25,3.25,4.0,3.25,3.5,3.0,3.25,3.75,4.0,3.5,41.75,4.672156957362123,3.375,3.35,3.375,3.45,3.375,3.375,3.25,3.5,3.625,3.375
4814,326273,Mario,Mr Scooty,Retro Off-Road,Waddle Wing,3.25,3.75,3.25,3.25,4.0,3.25,3.5,3.0,3.5,3.75,4.0,3.5,42.0,4.680198925466584,3.375,3.35,3.4375,3.475,3.375,3.375,3.375,3.5,3.6458333333333335,3.375
4815,302636,Luigi,Mr Scooty,Off-Road,Hylian Kite,3.25,3.75,3.25,3.25,4.0,3.25,3.75,3.25,3.5,4.0,3.75,3.5,42.5,4.7016459292800725,3.375,3.35,3.625,3.7,3.5,3.5,3.375,3.625,3.625,3.5
4816,302750,Luigi,Mr Scooty,Retro Off-Road,Super Glider,3.25,3.75,3.25,3.25,4.0,3.25,3.75,3.25,3.75,4.0,3.75,3.5,42.75,4.6961422282472505,3.375,3.35,3.6875,3.725,3.5,3.5,3.5,3.625,3.6458333333333335,3.5
4817,384726,King Boo,Varmint,Funky Monster,Parafoil,3.25,3.75,3.25,3.5,3.5,4.0,3.0,3.0,2.75,2.5,4.25,3.75,40.5,4.4832355908680865,3.4375,3.425,2.8125,2.825,3.125,3.375,3.0,3.0,3.6041666666666665,3.5
4818,191787,Cat Peach,Sports Coupé,Off-Road,Cloud Glider,3.25,3.75,3.25,3.75,3.75,3.0,3.25,3.0,3.5,4.0,4.25,3.25,42.0,4.601137982391268,3.5,3.5,3.4375,3.45,3.25,3.375,3.375,3.875,3.6458333333333335,3.125
4819,191955,Cat Peach,Sports Coupé,Triforce Tyres,Cloud Glider,3.25,3.75,3.25,3.75,3.75,3.0,3.25,3.0,3.75,4.0,4.25,3.25,42.25,4.594661570506519,3.5,3.5,3.5,3.475,3.25,3.375,3.5,3.875,3.6666666666666665,3.125
4820,317861,Mario,Pipe Frame,Slim,Parachute,3.25,3.75,3.25,3.75,3.75,3.0,4.25,3.75,3.75,3.75,2.75,3.75,42.75,4.585421901205575,3.5,3.5,3.875,3.95,3.75,3.75,3.5,3.75,3.458333333333333,3.625
4821,294343,Luigi,Pipe Frame,Slim,Flower Glider,3.25,3.75,3.25,3.75,3.75,3.0,4.5,4.0,4.0,4.0,2.5,3.75,43.5,4.461694578076045,3.5,3.5,4.125,4.2,3.875,3.875,3.625,3.875,3.458333333333333,3.75
4822,255001,Yoshi,Flame Rider,Off-Road,Parachute,3.25,3.75,3.25,3.75,4.0,2.75,3.5,3.0,3.5,3.75,4.5,3.5,42.5,4.537382283612969,3.5,3.5,3.4375,3.475,3.375,3.375,3.375,3.75,3.8125,3.125
4823,251637,Yoshi,W 25 Silver Arrow,Triforce Tyres,Cloud Glider,3.25,3.75,3.25,3.75,4.0,2.75,3.5,3.0,3.75,3.75,4.5,3.5,42.75,4.533813829618954,3.5,3.5,3.5,3.5,3.375,3.375,3.5,3.75,3.8333333333333335,3.125
4824,265587,Tanooki Mario,Standard Bike,Off-Road,Flower Glider,3.25,3.75,3.25,3.75,4.0,3.0,3.5,3.0,3.5,3.75,4.0,3.5,42.25,4.655261407774388,3.5,3.5,3.4375,3.475,3.375,3.375,3.375,3.75,3.6458333333333335,3.25
4825,269247,Tanooki Mario,Wild Wiggler,Retro Off-Road,Paper Glider,3.25,3.75,3.25,3.75,4.0,3.0,3.5,3.0,3.75,3.75,4.0,3.5,42.5,4.649135267366382,3.5,3.5,3.5,3.5,3.375,3.375,3.5,3.75,3.6666666666666665,3.25
4826,384948,King Boo,Mr Scooty,Off-Road,Peach Parasol,3.25,3.75,3.25,3.75,4.0,3.5,3.25,3.0,3.25,3.25,4.0,3.75,42.0,4.662900068768379,3.5,3.5,3.1875,3.2,3.25,3.375,3.25,3.5,3.6458333333333335,3.375
4827,379240,King Boo,Buggybud,Triforce Tyres,Bowser Kite,3.25,3.75,3.25,3.75,4.0,3.5,3.25,3.0,3.5,3.25,4.0,3.75,42.25,4.672156957362123,3.5,3.5,3.25,3.225,3.25,3.375,3.375,3.5,3.6666666666666665,3.375
4828,253445,Yoshi,Koopa Clown,Monster,Waddle Wing,3.25,3.75,3.5,3.25,2.75,3.75,3.25,3.25,3.25,3.0,5.25,3.0,41.25,4.359288392772252,3.4375,3.375,3.1875,3.175,3.25,3.5,3.375,3.125,3.8125,3.5
4829,264183,Tanooki Mario,Tanooki Kart,Funky Monster,Waddle Wing,3.25,3.75,3.5,3.25,2.75,4.0,3.25,3.25,3.25,3.0,4.75,3.0,41.0,4.46345663001134,3.4375,3.375,3.1875,3.175,3.25,3.5,3.375,3.125,3.6458333333333335,3.625
4830,252975,Yoshi,Streetle,Wooden,Plane Glider,3.25,3.75,3.5,3.25,3.75,2.75,4.25,4.5,4.0,3.25,3.25,3.75,43.25,4.50619366451037,3.4375,3.375,4.0,3.975,3.75,4.125,3.75,3.25,3.6666666666666665,3.5
4831,264651,Tanooki Mario,Streetle,Slim,Plane Glider,3.25,3.75,3.5,3.25,3.75,3.0,4.25,4.5,4.0,3.25,2.75,3.75,43.0,4.485071349455564,3.4375,3.375,4.0,3.975,3.75,4.125,3.75,3.25,3.5,3.625
4832,254121,Yoshi,Comet+,Off-Road,Flower Glider,3.25,3.75,3.5,3.5,4.0,3.0,3.5,2.75,3.75,3.5,4.0,3.5,42.0,4.630725527062002,3.5,3.45,3.375,3.375,3.375,3.25,3.625,3.5,3.625,3.25
4833,257817,Yoshi,Teddy Buggy,Triforce Tyres,Flower Glider,3.25,3.75,3.5,3.5,4.0,3.0,3.5,2.75,4.0,3.5,4.0,3.5,42.25,4.608930177512242,3.5,3.45,3.4375,3.4,3.375,3.25,3.75,3.5,3.6458333333333335,3.25
4834,259995,Tanooki Mario,Cat Cruiser,Off-Road,Cloud Glider,3.25,3.75,3.5,3.5,4.0,3.25,3.5,2.75,3.75,3.5,3.5,3.5,41.75,4.689971897656964,3.5,3.45,3.375,3.375,3.375,3.25,3.625,3.5,3.458333333333333,3.375
4835,260175,Tanooki Mario,Cat Cruiser,Triforce Tyres,Paper Glider,3.25,3.75,3.5,3.5,4.0,3.25,3.5,2.75,4.0,3.5,3.5,3.5,42.0,4.662900068768379,3.5,3.45,3.4375,3.4,3.375,3.25,3.75,3.5,3.4791666666666665,3.375
4836,322832,Mario,Tanooki Kart,Monster,Parafoil,3.25,3.75,3.5,3.75,2.75,4.25,3.0,3.25,3.25,2.5,4.75,3.0,41.0,4.366347767687076,3.5625,3.525,3.0,2.925,3.125,3.5,3.375,3.125,3.583333333333333,3.625
4837,300640,Luigi,Koopa Clown,Funky Monster,Peach Parasol,3.25,3.75,3.5,3.75,2.75,4.25,3.25,3.5,3.5,2.75,4.5,3.0,41.75,4.4621345498879466,3.5625,3.525,3.25,3.175,3.25,3.625,3.5,3.25,3.583333333333333,3.75
4838,253475,Yoshi,Koopa Clown,Slim,Parachute,3.25,3.75,3.5,4.0,3.0,3.0,4.25,4.0,4.25,3.75,3.75,3.25,43.75,4.554589906361393,3.625,3.6,4.0625,4.05,3.75,3.875,3.875,3.875,3.6875,3.625
4839,265321,Tanooki Mario,Koopa Clown,Wooden,Flower Glider,3.25,3.75,3.5,4.0,3.0,3.25,4.25,4.0,4.25,3.75,3.25,3.25,43.5,4.56698729810778,3.625,3.6,4.0625,4.05,3.75,3.875,3.875,3.875,3.520833333333333,3.75
4840,349741,Metal Mario,Mr Scooty,Funky Monster,Flower Glider,3.25,3.75,3.5,4.0,3.75,4.25,3.0,2.75,3.25,3.0,4.0,3.75,42.25,4.5297687545021885,3.625,3.6,3.0,2.975,3.125,3.25,3.375,3.5,3.583333333333333,3.625
4841,325908,Mario,Varmint,Normal Blue,Wario Wing,3.25,3.75,3.75,3.25,4.0,3.5,4.0,3.75,3.25,3.5,3.5,3.75,43.25,4.729093832637292,3.5,3.4,3.625,3.725,3.625,3.75,3.5,3.375,3.625,3.75
4842,303956,Luigi,City Tripper,GLA Wheels,Wario Wing,3.25,3.75,3.75,3.25,4.0,3.5,4.25,4.0,3.5,3.75,3.25,3.75,44.0,4.674330526360535,3.5,3.4,3.875,3.975,3.75,3.875,3.625,3.5,3.625,3.875
